pp,wk,ve,tot
32,4,19,131.31415194246142
32,4,20,131.33698906492953
32,4,21,131.35982618739763
32,4,22,131.38266330986573
32,4,23,131.40550043233384
32,4,24,131.42833755480194
32,4,25,131.45117467727005
32,4,26,131.47401179973812
32,4,27,131.49684892220623
32,4,28,131.51968604467433
32,4,29,131.54252316714243
32,4,30,131.56536028961054
32,4,31,131.58819741207864
32,4,32,131.61103453454672
32,4,33,131.63387165701482
32,4,34,131.65670877948293
32,4,35,131.67954590195103
32,4,36,131.70238302441913
32,4,37,131.72522014688724
32,4,38,131.74805726935534
32,4,39,131.77089439182345
32,4,40,131.79373151429155
32,4,41,131.81656863675963
32,4,42,131.83940575922773
32,4,43,131.86224288169583
32,4,44,131.88508000416394
32,5,0,128.87499086009717
32,5,1,128.89782798256527
32,5,2,128.92066510503338
32,5,3,128.94350222750148
32,5,4,128.9663393499696
32,5,5,128.98917647243766
32,5,6,129.01201359490577
32,5,7,129.03485071737387
32,5,8,129.05768783984198
32,5,9,129.08052496231008
32,5,10,129.10336208477818
32,5,11,129.12619920724626
32,5,12,129.14903632971436
32,5,13,129.17187345218247
32,5,14,129.19471057465057
32,5,15,129.21754769711868
32,5,16,129.24038481958678
32,5,17,129.26322194205488
32,5,18,129.286059064523
32,5,19,129.3088961869911
32,5,20,129.33173330945917
32,5,21,129.35457043192727
32,5,22,129.37740755439538
32,5,23,129.40024467686348
32,5,24,129.42308179933158
32,5,25,129.4459189217997
32,5,26,129.46875604426776
32,5,27,129.49159316673587
32,5,28,129.51443028920397
32,5,29,129.53726741167208
32,5,30,129.56010453414018
32,5,31,129.58294165660828
32,5,32,129.6057787790764
32,5,33,129.6286159015445
32,5,34,129.6514530240126
32,5,35,129.6742901464807
32,5,36,129.69712726894878
32,5,37,129.71996439141688
32,5,38,129.74280151388498
32,5,39,129.7656386363531
32,5,40,129.7884757588212
32,5,41,129.81131288128927
32,5,42,129.83415000375737
32,5,43,129.85698712622548
32,5,44,129.87982424869358
33,0,0,140.3372478581933
33,0,1,140.3600849806614
33,0,2,140.38292210312952
33,0,3,140.40575922559762
33,0,4,140.42859634806572
33,0,5,140.4514334705338
33,0,6,140.4742705930019
33,0,7,140.49710771547
33,0,8,140.5199448379381
33,0,9,140.54278196040622
33,0,10,140.56561908287432
33,0,11,140.58845620534242
33,0,12,140.61129332781053
33,0,13,140.63413045027863
33,0,14,140.65696757274674
33,0,15,140.6798046952148
33,0,16,140.70264181768292
33,0,17,140.72547894015102
33,0,18,140.74831606261912
33,0,19,140.77115318508723
33,0,20,140.7939903075553
33,0,21,140.8168274300234
33,0,22,140.8396645524915
33,0,23,140.86250167495962
33,0,24,140.88533879742772
33,0,25,140.90817591989583
33,0,26,140.93101304236393
33,0,27,140.95385016483203
33,0,28,140.97668728730014
33,0,29,140.99952440976824
33,0,30,141.02236153223632
33,0,31,141.04519865470442
33,0,32,141.06803577717253
33,0,33,141.09087289964063
33,0,34,141.11371002210873
33,0,35,141.13654714457684
33,0,36,141.1593842670449
33,0,37,141.18222138951302
33,0,38,141.20505851198112
33,0,39,141.22789563444923
33,0,40,141.25073275691733
33,0,41,141.27356987938543
33,0,42,141.29640700185354
33,0,43,141.31924412432164
33,0,44,141.34208124678975
33,1,0,138.33199210272298
33,1,1,138.35482922519105
33,1,2,138.37766634765916
33,1,3,138.40050347012726
33,1,4,138.42334059259537
33,1,5,138.44617771506347
33,1,6,138.46901483753157
33,1,7,138.49185195999968
33,1,8,138.51468908246778
33,1,9,138.5375262049359
33,1,10,138.560363327404
33,1,11,138.58320044987207
33,1,12,138.60603757234017
33,1,13,138.62887469480827
33,1,14,138.65171181727638
33,1,15,138.67454893974448
33,1,16,138.6973860622126
33,1,17,138.72022318468066
33,1,18,138.74306030714877
33,1,19,138.76589742961687
33,1,20,138.78873455208497
33,1,21,138.81157167455308
33,1,22,138.83440879702118
33,1,23,138.8572459194893
33,1,24,138.8800830419574
33,1,25,138.9029201644255
33,1,26,138.92575728689357
33,1,27,138.94859440936168
33,1,28,138.97143153182978
33,1,29,138.99426865429788
33,1,30,139.017105776766
33,1,31,139.0399428992341
33,1,32,139.06278002170217
33,1,33,139.08561714417027
33,1,34,139.10845426663838
33,1,35,139.13129138910648
33,1,36,139.15412851157458
33,1,37,139.1769656340427
33,1,38,139.1998027565108
33,1,39,139.2226398789789
33,1,40,139.245477001447
33,1,41,139.26831412391508
33,1,42,139.29115124638318
33,1,43,139.31398836885128
33,1,44,139.3368254913194
33,2,0,136.32673634725262
33,2,1,136.34957346972072
33,2,2,136.37241059218883
33,2,3,136.39524771465693
33,2,4,136.41808483712504
33,2,5,136.4409219595931
33,2,6,136.46375908206122
33,2,7,136.48659620452932
33,2,8,136.50943332699742
33,2,9,136.53227044946553
33,2,10,136.55510757193363
33,2,11,136.5779446944017
33,2,12,136.6007818168698
33,2,13,136.62361893933792
33,2,14,136.64645606180602
33,2,15,136.66929318427412
33,2,16,136.69213030674223
33,2,17,136.71496742921033
33,2,18,136.73780455167844
33,2,19,136.76064167414654
33,2,20,136.78347879661462
33,2,21,136.80631591908272
33,2,22,136.82915304155082
33,2,23,136.85199016401893
33,2,24,136.87482728648703
33,2,25,136.89766440895514
33,2,26,136.9205015314232
33,2,27,136.94333865389132
33,2,28,136.96617577635942
33,2,29,136.98901289882753
33,2,30,137.01185002129563
33,2,31,137.03468714376373
33,2,32,137.05752426623184
33,2,33,137.08036138869994
33,2,34,137.10319851116805
33,2,35,137.12603563363615
33,2,36,137.14887275610423
33,2,37,137.17170987857233
33,2,38,137.19454700104043
33,2,39,137.21738412350854
33,2,40,137.24022124597664
33,2,41,137.26305836844472
33,2,42,137.28589549091282
33,2,43,137.30873261338093
33,2,44,137.33156973584903
33,3,0,134.3214805917823
33,3,1,134.34431771425037
33,3,2,134.36715483671847
33,3,3,134.38999195918657
33,3,4,134.41282908165468
33,3,5,134.43566620412278
33,3,6,134.4585033265909
33,3,7,134.48134044905896
33,3,8,134.50417757152707
33,3,9,134.52701469399517
33,3,10,134.54985181646327
33,3,11,134.57268893893138
33,3,12,134.59552606139948
33,3,13,134.6183631838676
33,3,14,134.6412003063357
33,3,15,134.6640374288038
33,3,16,134.6868745512719
33,3,17,134.70971167373997
33,3,18,134.73254879620808
33,3,19,134.75538591867618
33,3,20,134.7782230411443
33,3,21,134.8010601636124
33,3,22,134.82389728608047
33,3,23,134.84673440854857
33,3,24,134.86957153101667
33,3,25,134.89240865348478
33,3,26,134.91524577595288
33,3,27,134.938082898421
33,3,28,134.9609200208891
33,3,29,134.9837571433572
33,3,30,135.0065942658253
33,3,31,135.0294313882934
33,3,32,135.05226851076148
33,3,33,135.07510563322958
33,3,34,135.0979427556977
33,3,35,135.1207798781658
33,3,36,135.1436170006339
33,3,37,135.166454123102
33,3,38,135.18929124557008
33,3,39,135.21212836803818
33,3,40,135.23496549050628
33,3,41,135.2578026129744
33,3,42,135.2806397354425
33,3,43,135.3034768579106
33,3,44,135.3263139803787
33,4,0,132.31622483631193
33,4,1,132.33906195878004
33,4,2,132.36189908124814
33,4,3,132.38473620371622
33,4,4,132.40757332618432
33,4,5,132.43041044865242
33,4,6,132.45324757112053
33,4,7,132.47608469358863
33,4,8,132.49892181605674
33,4,9,132.52175893852484
33,4,10,132.54459606099294
33,4,11,132.56743318346105
33,4,12,132.59027030592915
33,4,13,132.61310742839723
33,4,14,132.63594455086533
33,4,15,132.65878167333344
33,4,16,132.68161879580154
33,4,17,132.70445591826964
33,4,18,132.72729304073775
33,4,19,132.75013016320582
33,4,20,132.77296728567393
33,4,21,132.79580440814203
33,4,22,132.81864153061014
33,4,23,132.84147865307824
33,4,24,132.86431577554634
33,4,25,132.88715289801445
33,4,26,132.90999002048255
33,4,27,132.93282714295066
33,4,28,132.95566426541873
33,4,29,132.97850138788684
33,4,30,133.00133851035494
33,4,31,133.02417563282305
33,4,32,133.04701275529115
33,4,33,133.06984987775925
33,4,34,133.09268700022733
33,4,35,133.11552412269543
33,4,36,133.13836124516354
33,4,37,133.16119836763164
33,4,38,133.18403549009975
33,4,39,133.20687261256785
33,4,40,133.22970973503595
33,4,41,133.25254685750406
33,4,42,133.27538397997216
33,4,43,133.29822110244024
33,4,44,133.32105822490834
33,5,0,130.31096908084157
33,5,1,130.33380620330968
33,5,2,130.35664332577778
33,5,3,130.37948044824589
33,5,4,130.402317570714
33,5,5,130.4251546931821
33,5,6,130.4479918156502
33,5,7,130.4708289381183
33,5,8,130.4936660605864
33,5,9,130.51650318305448
33,5,10,130.5393403055226
33,5,11,130.5621774279907
33,5,12,130.5850145504588
33,5,13,130.6078516729269
33,5,14,130.630688795395
33,5,15,130.65352591786308
33,5,16,130.67636304033118
33,5,17,130.6992001627993
33,5,18,130.7220372852674
33,5,19,130.7448744077355
33,5,20,130.7677115302036
33,5,21,130.7905486526717
33,5,22,130.8133857751398
33,5,23,130.8362228976079
33,5,24,130.859060020076
33,5,25,130.8818971425441
33,5,26,130.9047342650122
33,5,27,130.9275713874803
33,5,28,130.9504085099484
33,5,29,130.9732456324165
33,5,30,130.99608275488458
33,5,31,131.0189198773527
33,5,32,131.0417569998208
33,5,33,131.0645941222889
33,5,34,131.087431244757
33,5,35,131.1102683672251
33,5,36,131.1331054896932
33,5,37,131.1559426121613
33,5,38,131.17877973462942
33,5,39,131.2016168570975
33,5,40,131.2244539795656
33,5,41,131.2472911020337
33,5,42,131.2701282245018
33,5,43,131.2929653469699
33,5,44,131.315802469438
34,0,0,141.77322607893774
34,0,1,141.79606320140581
34,0,2,141.81890032387392
34,0,3,141.84173744634202
34,0,4,141.86457456881013
34,0,5,141.88741169127823
34,0,6,141.91024881374634
34,0,7,141.9330859362144
34,0,8,141.95592305868252
34,0,9,141.97876018115062
34,0,10,142.00159730361872
34,0,11,142.02443442608683
34,0,12,142.04727154855493
34,0,13,142.07010867102304
34,0,14,142.09294579349114
34,0,15,142.11578291595924
34,0,16,142.13862003842735
34,0,17,142.16145716089542
34,0,18,142.18429428336353
34,0,19,142.20713140583163
34,0,20,142.22996852829974
34,0,21,142.25280565076784
34,0,22,142.27564277323592
34,0,23,142.29847989570402
34,0,24,142.32131701817212
34,0,25,142.34415414064023
34,0,26,142.36699126310833
34,0,27,142.38982838557644
34,0,28,142.41266550804454
34,0,29,142.43550263051264
34,0,30,142.45833975298075
34,0,31,142.48117687544885
34,0,32,142.50401399791693
34,0,33,142.52685112038503
34,0,34,142.54968824285314
34,0,35,142.57252536532124
34,0,36,142.59536248778934
34,0,37,142.61819961025745
34,0,38,142.64103673272552
34,0,39,142.66387385519363
34,0,40,142.68671097766173
34,0,41,142.70954810012984
34,0,42,142.73238522259794
34,0,43,142.75522234506604
34,0,44,142.77805946753415
34,1,0,139.76797032346738
34,1,1,139.79080744593549
34,1,2,139.8136445684036
34,1,3,139.83648169087166
34,1,4,139.85931881333977
34,1,5,139.88215593580787
34,1,6,139.90499305827598
34,1,7,139.92783018074408
34,1,8,139.95066730321219
34,1,9,139.9735044256803
34,1,10,139.9963415481484
34,1,11,140.0191786706165
34,1,12,140.0420157930846
34,1,13,140.06485291555268
34,1,14,140.08769003802078
34,1,15,140.11052716048889
34,1,16,140.133364282957
34,1,17,140.1562014054251
34,1,18,140.1790385278932
34,1,19,140.20187565036127
34,1,20,140.22471277282938
34,1,21,140.24754989529748
34,1,22,140.2703870177656
34,1,23,140.2932241402337
34,1,24,140.3160612627018
34,1,25,140.3388983851699
34,1,26,140.361735507638
34,1,27,140.3845726301061
34,1,28,140.40740975257418
34,1,29,140.4302468750423
34,1,30,140.4530839975104
34,1,31,140.4759211199785
34,1,32,140.4987582424466
34,1,33,140.5215953649147
34,1,34,140.54443248738278
34,1,35,140.56726960985088
34,1,36,140.590106732319
34,1,37,140.6129438547871
34,1,38,140.6357809772552
34,1,39,140.6586180997233
34,1,40,140.6814552221914
34,1,41,140.7042923446595
34,1,42,140.7271294671276
34,1,43,140.7499665895957
34,1,44,140.7728037120638
34,2,0,137.76271456799702
34,2,1,137.78555169046513
34,2,2,137.80838881293323
34,2,3,137.83122593540133
34,2,4,137.85406305786944
34,2,5,137.87690018033754
34,2,6,137.89973730280565
34,2,7,137.92257442527372
34,2,8,137.94541154774183
34,2,9,137.96824867020993
34,2,10,137.99108579267804
34,2,11,138.01392291514614
34,2,12,138.03676003761424
34,2,13,138.05959716008232
34,2,14,138.08243428255042
34,2,15,138.10527140501853
34,2,16,138.12810852748663
34,2,17,138.15094564995474
34,2,18,138.17378277242284
34,2,19,138.19661989489094
34,2,20,138.21945701735905
34,2,21,138.24229413982715
34,2,22,138.26513126229523
34,2,23,138.28796838476333
34,2,24,138.31080550723144
34,2,25,138.33364262969954
34,2,26,138.35647975216764
34,2,27,138.37931687463575
34,2,28,138.40215399710382
34,2,29,138.42499111957193
34,2,30,138.44782824204003
34,2,31,138.47066536450814
34,2,32,138.49350248697624
34,2,33,138.51633960944434
34,2,34,138.53917673191245
34,2,35,138.56201385438055
34,2,36,138.58485097684866
34,2,37,138.60768809931676
34,2,38,138.63052522178484
34,2,39,138.65336234425294
34,2,40,138.67619946672104
34,2,41,138.69903658918915
34,2,42,138.72187371165725
34,2,43,138.74471083412533
34,2,44,138.76754795659343
34,3,0,135.7574588125267
34,3,1,135.7802959349948
34,3,2,135.8031330574629
34,3,3,135.82597017993098
34,3,4,135.84880730239908
34,3,5,135.87164442486718
34,3,6,135.8944815473353
34,3,7,135.9173186698034
34,3,8,135.9401557922715
34,3,9,135.96299291473957
34,3,10,135.98583003720768
34,3,11,136.00866715967578
34,3,12,136.03150428214389
34,3,13,136.054341404612
34,3,14,136.0771785270801
34,3,15,136.1000156495482
34,3,16,136.1228527720163
34,3,17,136.1456898944844
34,3,18,136.1685270169525
34,3,19,136.19136413942059
34,3,20,136.2142012618887
34,3,21,136.2370383843568
34,3,22,136.2598755068249
34,3,23,136.282712629293
34,3,24,136.30554975176108
34,3,25,136.32838687422918
34,3,26,136.35122399669729
34,3,27,136.3740611191654
34,3,28,136.3968982416335
34,3,29,136.4197353641016
34,3,30,136.4425724865697
34,3,31,136.4654096090378
34,3,32,136.4882467315059
34,3,33,136.51108385397401
34,3,34,136.5339209764421
34,3,35,136.5567580989102
34,3,36,136.5795952213783
34,3,37,136.6024323438464
34,3,38,136.6252694663145
34,3,39,136.64810658878258
34,3,40,136.6709437112507
34,3,41,136.6937808337188
34,3,42,136.7166179561869
34,3,43,136.739455078655
34,3,44,136.7622922011231
34,4,0,133.75220305705633
34,4,1,133.77504017952444
34,4,2,133.79787730199254
34,4,3,133.82071442446065
34,4,4,133.84355154692875
34,4,5,133.86638866939683
34,4,6,133.88922579186493
34,4,7,133.91206291433303
34,4,8,133.93490003680114
34,4,9,133.95773715926924
34,4,10,133.98057428173735
34,4,11,134.00341140420545
34,4,12,134.02624852667356
34,4,13,134.04908564914166
34,4,14,134.07192277160976
34,4,15,134.09475989407784
34,4,16,134.11759701654594
34,4,17,134.14043413901405
34,4,18,134.16327126148215
34,4,19,134.18610838395026
34,4,20,134.20894550641833
34,4,21,134.23178262888644
34,4,22,134.25461975135454
34,4,23,134.27745687382264
34,4,24,134.30029399629075
34,4,25,134.32313111875885
34,4,26,134.34596824122696
34,4,27,134.36880536369506
34,4,28,134.39164248616316
34,4,29,134.41447960863127
34,4,30,134.43731673109934
34,4,31,134.46015385356745
34,4,32,134.48299097603555
34,4,33,134.50582809850366
34,4,34,134.52866522097176
34,4,35,134.55150234343986
34,4,36,134.57433946590794
34,4,37,134.59717658837604
34,4,38,134.62001371084415
34,4,39,134.64285083331225
34,4,40,134.66568795578036
34,4,41,134.68852507824846
34,4,42,134.71136220071656
34,4,43,134.73419932318467
34,4,44,134.75703644565277
34,5,0,131.74694730158598
34,5,1,131.76978442405408
34,5,2,131.79262154652218
34,5,3,131.8154586689903
34,5,4,131.8382957914584
34,5,5,131.8611329139265
34,5,6,131.8839700363946
34,5,7,131.9068071588627
34,5,8,131.9296442813308
34,5,9,131.95248140379888
34,5,10,131.975318526267
34,5,11,131.9981556487351
34,5,12,132.0209927712032
34,5,13,132.0438298936713
34,5,14,132.0666670161394
34,5,15,132.08950413860748
34,5,16,132.11234126107558
34,5,17,132.1351783835437
34,5,18,132.1580155060118
34,5,19,132.1808526284799
34,5,20,132.203689750948
34,5,21,132.2265268734161
34,5,22,132.2493639958842
34,5,23,132.2722011183523
34,5,24,132.2950382408204
34,5,25,132.3178753632885
34,5,26,132.3407124857566
34,5,27,132.3635496082247
34,5,28,132.3863867306928
34,5,29,132.4092238531609
34,5,30,132.43206097562899
34,5,31,132.4548980980971
34,5,32,132.4777352205652
34,5,33,132.5005723430333
34,5,34,132.5234094655014
34,5,35,132.5462465879695
34,5,36,132.5690837104376
34,5,37,132.5919208329057
34,5,38,132.61475795537382
34,5,39,132.6375950778419
34,5,40,132.66043220031
34,5,41,132.6832693227781
34,5,42,132.7061064452462
34,5,43,132.7289435677143
34,5,44,132.75178069018241
35,0,0,143.20920429968214
35,0,1,143.23204142215025
35,0,2,143.25487854461835
35,0,3,143.27771566708643
35,0,4,143.30055278955453
35,0,5,143.32338991202263
35,0,6,143.34622703449074
35,0,7,143.36906415695884
35,0,8,143.39190127942695
35,0,9,143.41473840189502
35,0,10,143.43757552436313
35,0,11,143.46041264683123
35,0,12,143.48324976929933
35,0,13,143.50608689176744
35,0,14,143.52892401423554
35,0,15,143.55176113670365
35,0,16,143.57459825917175
35,0,17,143.59743538163985
35,0,18,143.62027250410796
35,0,19,143.64310962657603
35,0,20,143.66594674904414
35,0,21,143.68878387151224
35,0,22,143.71162099398035
35,0,23,143.73445811644845
35,0,24,143.75729523891653
35,0,25,143.78013236138463
35,0,26,143.80296948385273
35,0,27,143.82580660632084
35,0,28,143.84864372878894
35,0,29,143.87148085125705
35,0,30,143.89431797372515
35,0,31,143.91715509619326
35,0,32,143.93999221866136
35,0,33,143.96282934112946
35,0,34,143.98566646359754
35,0,35,144.00850358606564
35,0,36,144.03134070853375
35,0,37,144.05417783100185
35,0,38,144.07701495346996
35,0,39,144.09985207593803
35,0,40,144.12268919840614
35,0,41,144.14552632087424
35,0,42,144.16836344334234
35,0,43,144.19120056581045
35,0,44,144.21403768827855
35,1,0,141.20394854421178
35,1,1,141.2267856666799
35,1,2,141.249622789148
35,1,3,141.2724599116161
35,1,4,141.2952970340842
35,1,5,141.31813415655228
35,1,6,141.34097127902038
35,1,7,141.36380840148848
35,1,8,141.3866455239566
35,1,9,141.4094826464247
35,1,10,141.4323197688928
35,1,11,141.4551568913609
35,1,12,141.477994013829
35,1,13,141.5008311362971
35,1,14,141.5236682587652
35,1,15,141.5465053812333
35,1,16,141.5693425037014
35,1,17,141.5921796261695
35,1,18,141.6150167486376
35,1,19,141.6378538711057
35,1,20,141.66069099357378
35,1,21,141.68352811604188
35,1,22,141.70636523851
35,1,23,141.7292023609781
35,1,24,141.7520394834462
35,1,25,141.7748766059143
35,1,26,141.7977137283824
35,1,27,141.8205508508505
35,1,28,141.8433879733186
35,1,29,141.86622509578672
35,1,30,141.8890622182548
35,1,31,141.9118993407229
35,1,32,141.934736463191
35,1,33,141.9575735856591
35,1,34,141.9804107081272
35,1,35,142.0032478305953
35,1,36,142.0260849530634
35,1,37,142.0489220755315
35,1,38,142.0717591979996
35,1,39,142.0945963204677
35,1,40,142.1174334429358
35,1,41,142.1402705654039
35,1,42,142.163107687872
35,1,43,142.18594481034012
35,1,44,142.20878193280822
35,2,0,139.19869278874143
35,2,1,139.22152991120953
35,2,2,139.24436703367763
35,2,3,139.26720415614574
35,2,4,139.29004127861384
35,2,5,139.31287840108195
35,2,6,139.33571552355005
35,2,7,139.35855264601815
35,2,8,139.38138976848626
35,2,9,139.40422689095433
35,2,10,139.42706401342244
35,2,11,139.44990113589054
35,2,12,139.47273825835865
35,2,13,139.49557538082675
35,2,14,139.51841250329485
35,2,15,139.54124962576293
35,2,16,139.56408674823103
35,2,17,139.58692387069914
35,2,18,139.60976099316724
35,2,19,139.63259811563535
35,2,20,139.65543523810345
35,2,21,139.67827236057155
35,2,22,139.70110948303966
35,2,23,139.72394660550776
35,2,24,139.74678372797584
35,2,25,139.76962085044394
35,2,26,139.79245797291205
35,2,27,139.81529509538015
35,2,28,139.83813221784825
35,2,29,139.86096934031636
35,2,30,139.88380646278443
35,2,31,139.90664358525254
35,2,32,139.92948070772064
35,2,33,139.95231783018875
35,2,34,139.97515495265685
35,2,35,139.99799207512496
35,2,36,140.02082919759306
35,2,37,140.04366632006116
35,2,38,140.06650344252927
35,2,39,140.08934056499734
35,2,40,140.11217768746545
35,2,41,140.13501480993355
35,2,42,140.15785193240166
35,2,43,140.18068905486976
35,2,44,140.20352617733786
35,3,0,137.1934370332711
35,3,1,137.2162741557392
35,3,2,137.2391112782073
35,3,3,137.2619484006754
35,3,4,137.2847855231435
35,3,5,137.3076226456116
35,3,6,137.3304597680797
35,3,7,137.3532968905478
35,3,8,137.3761340130159
35,3,9,137.398971135484
35,3,10,137.4218082579521
35,3,11,137.44464538042018
35,3,12,137.4674825028883
35,3,13,137.4903196253564
35,3,14,137.5131567478245
35,3,15,137.5359938702926
35,3,16,137.5588309927607
35,3,17,137.5816681152288
35,3,18,137.6045052376969
35,3,19,137.62734236016502
35,3,20,137.6501794826331
35,3,21,137.6730166051012
35,3,22,137.6958537275693
35,3,23,137.7186908500374
35,3,24,137.7415279725055
35,3,25,137.7643650949736
35,3,26,137.7872022174417
35,3,27,137.8100393399098
35,3,28,137.8328764623779
35,3,29,137.855713584846
35,3,30,137.8785507073141
35,3,31,137.9013878297822
35,3,32,137.9242249522503
35,3,33,137.94706207471842
35,3,34,137.96989919718652
35,3,35,137.99273631965463
35,3,36,138.0155734421227
35,3,37,138.0384105645908
35,3,38,138.0612476870589
35,3,39,138.084084809527
35,3,40,138.10692193199512
35,3,41,138.1297590544632
35,3,42,138.1525961769313
35,3,43,138.1754332993994
35,3,44,138.1982704218675
35,4,0,135.18818127780077
35,4,1,135.21101840026884
35,4,2,135.23385552273695
35,4,3,135.25669264520505
35,4,4,135.27952976767315
35,4,5,135.30236689014126
35,4,6,135.32520401260936
35,4,7,135.34804113507744
35,4,8,135.37087825754554
35,4,9,135.39371538001365
35,4,10,135.41655250248175
35,4,11,135.43938962494985
35,4,12,135.46222674741796
35,4,13,135.48506386988606
35,4,14,135.50790099235417
35,4,15,135.53073811482227
35,4,16,135.55357523729037
35,4,17,135.57641235975845
35,4,18,135.59924948222655
35,4,19,135.62208660469466
35,4,20,135.64492372716276
35,4,21,135.66776084963087
35,4,22,135.69059797209894
35,4,23,135.71343509456705
35,4,24,135.73627221703515
35,4,25,135.75910933950325
35,4,26,135.78194646197136
35,4,27,135.80478358443946
35,4,28,135.82762070690757
35,4,29,135.85045782937567
35,4,30,135.87329495184377
35,4,31,135.89613207431188
35,4,32,135.91896919677995
35,4,33,135.94180631924806
35,4,34,135.96464344171616
35,4,35,135.98748056418427
35,4,36,136.01031768665237
35,4,37,136.03315480912048
35,4,38,136.05599193158855
35,4,39,136.07882905405665
35,4,40,136.10166617652476
35,4,41,136.12450329899286
35,4,42,136.14734042146097
35,4,43,136.17017754392907
35,4,44,136.19301466639718
35,5,0,133.1829255223304
35,5,1,133.2057626447985
35,5,2,133.22859976726662
35,5,3,133.2514368897347
35,5,4,133.2742740122028
35,5,5,133.2971111346709
35,5,6,133.319948257139
35,5,7,133.3427853796071
35,5,8,133.3656225020752
35,5,9,133.38845962454332
35,5,10,133.41129674701142
35,5,11,133.43413386947952
35,5,12,133.45697099194763
35,5,13,133.4798081144157
35,5,14,133.5026452368838
35,5,15,133.5254823593519
35,5,16,133.54831948182002
35,5,17,133.57115660428812
35,5,18,133.59399372675622
35,5,19,133.6168308492243
35,5,20,133.6396679716924
35,5,21,133.6625050941605
35,5,22,133.6853422166286
35,5,23,133.70817933909672
35,5,24,133.73101646156482
35,5,25,133.75385358403292
35,5,26,133.77669070650103
35,5,27,133.79952782896913
35,5,28,133.8223649514372
35,5,29,133.8452020739053
35,5,30,133.86803919637342
35,5,31,133.89087631884152
35,5,32,133.91371344130962
35,5,33,133.93655056377773
35,5,34,133.9593876862458
35,5,35,133.9822248087139
35,5,36,134.005061931182
35,5,37,134.02789905365012
35,5,38,134.05073617611822
35,5,39,134.07357329858633
35,5,40,134.09641042105443
35,5,41,134.11924754352253
35,5,42,134.14208466599064
35,5,43,134.1649217884587
35,5,44,134.18775891092682
36,0,0,144.64518252042654
36,0,1,144.66801964289465
36,0,2,144.69085676536275
36,0,3,144.71369388783086
36,0,4,144.73653101029896
36,0,5,144.75936813276704
36,0,6,144.78220525523514
36,0,7,144.80504237770324
36,0,8,144.82787950017135
36,0,9,144.85071662263945
36,0,10,144.87355374510756
36,0,11,144.89639086757563
36,0,12,144.91922799004374
36,0,13,144.94206511251184
36,0,14,144.96490223497995
36,0,15,144.98773935744805
36,0,16,145.01057647991615
36,0,17,145.03341360238426
36,0,18,145.05625072485236
36,0,19,145.07908784732047
36,0,20,145.10192496978854
36,0,21,145.12476209225665
36,0,22,145.14759921472475
36,0,23,145.17043633719285
36,0,24,145.19327345966096
36,0,25,145.21611058212906
36,0,26,145.23894770459714
36,0,27,145.26178482706524
36,0,28,145.28462194953335
36,0,29,145.30745907200145
36,0,30,145.33029619446955
36,0,31,145.35313331693766
36,0,32,145.37597043940576
36,0,33,145.39880756187387
36,0,34,145.42164468434197
36,0,35,145.44448180681007
36,0,36,145.46731892927815
36,0,37,145.49015605174625
36,0,38,145.51299317421436
36,0,39,145.53583029668246
36,0,40,145.55866741915057
36,0,41,145.58150454161864
36,0,42,145.60434166408675
36,0,43,145.62717878655485
36,0,44,145.65001590902295
36,1,0,142.63992676495621
36,1,1,142.6627638874243
36,1,2,142.6856010098924
36,1,3,142.7084381323605
36,1,4,142.7312752548286
36,1,5,142.7541123772967
36,1,6,142.7769494997648
36,1,7,142.7997866222329
36,1,8,142.822623744701
36,1,9,142.8454608671691
36,1,10,142.8682979896372
36,1,11,142.8911351121053
36,1,12,142.9139722345734
36,1,13,142.9368093570415
36,1,14,142.95964647950962
36,1,15,142.98248360197772
36,1,16,143.00532072444582
36,1,17,143.0281578469139
36,1,18,143.050994969382
36,1,19,143.0738320918501
36,1,20,143.0966692143182
36,1,21,143.11950633678632
36,1,22,143.1423434592544
36,1,23,143.1651805817225
36,1,24,143.1880177041906
36,1,25,143.2108548266587
36,1,26,143.2336919491268
36,1,27,143.2565290715949
36,1,28,143.27936619406302
36,1,29,143.30220331653112
36,1,30,143.32504043899922
36,1,31,143.34787756146733
36,1,32,143.3707146839354
36,1,33,143.3935518064035
36,1,34,143.4163889288716
36,1,35,143.43922605133972
36,1,36,143.46206317380782
36,1,37,143.48490029627592
36,1,38,143.507737418744
36,1,39,143.5305745412121
36,1,40,143.5534116636802
36,1,41,143.5762487861483
36,1,42,143.59908590861642
36,1,43,143.62192303108452
36,1,44,143.64476015355262
36,2,0,140.63467100948586
36,2,1,140.65750813195393
36,2,2,140.68034525442204
36,2,3,140.70318237689014
36,2,4,140.72601949935824
36,2,5,140.74885662182635
36,2,6,140.77169374429445
36,2,7,140.79453086676256
36,2,8,140.81736798923066
36,2,9,140.84020511169876
36,2,10,140.86304223416687
36,2,11,140.88587935663494
36,2,12,140.90871647910305
36,2,13,140.93155360157115
36,2,14,140.95439072403926
36,2,15,140.97722784650736
36,2,16,141.00006496897547
36,2,17,141.02290209144354
36,2,18,141.04573921391165
36,2,19,141.06857633637975
36,2,20,141.09141345884785
36,2,21,141.11425058131596
36,2,22,141.13708770378406
36,2,23,141.15992482625217
36,2,24,141.18276194872027
36,2,25,141.20559907118837
36,2,26,141.22843619365645
36,2,27,141.25127331612455
36,2,28,141.27411043859266
36,2,29,141.29694756106076
